graphNo, Vertex-Num, radius, diameter, entropy
12284, 17, 4, 7, 4.05573
12285, 17, 4, 7, 4.0596
12286, 17, 3, 6, 4.05846
12287, 17, 5, 9, 4.05758
12288, 17, 4, 8, 4.05803
12289, 17, 5, 9, 4.06148
12290, 17, 4, 7, 4.05958
12291, 17, 4, 8, 4.05423
12292, 17, 4, 7, 4.05498
12293, 17, 4, 8, 4.05893
12294, 17, 3, 6, 4.06117
12295, 17, 4, 7, 4.06258
12296, 17, 4, 8, 4.06407
12297, 17, 4, 7, 4.06334
12298, 17, 4, 7, 4.06173
12299, 17, 3, 6, 4.06231
12300, 17, 4, 8, 4.06257
12301, 17, 4, 7, 4.06422
12302, 17, 3, 6, 4.06269
12303, 17, 4, 8, 4.06348
12304, 17, 4, 8, 4.06089
12305, 17, 4, 7, 4.05975
12306, 17, 4, 7, 4.06153
12307, 17, 4, 8, 4.06262
12308, 17, 4, 8, 4.06041
12309, 17, 5, 9, 4.06352
12310, 17, 5, 9, 4.06147
12311, 17, 4, 7, 4.05986
12312, 17, 4, 7, 4.06167
12313, 17, 4, 7, 4.06288
12314, 17, 4, 7, 4.06238
12315, 17, 4, 8, 4.06281
12316, 17, 3, 6, 4.06142
12317, 17, 4, 7, 4.06177
12318, 17, 4, 8, 4.06322
12319, 17, 4, 8, 4.06264
12320, 17, 4, 7, 4.06222
12321, 17, 3, 6, 4.0613
12322, 17, 3, 6, 4.06135
12323, 17, 4, 8, 4.06452
12324, 17, 4, 7, 4.06372
12325, 17, 4, 8, 4.06165
12326, 17, 4, 7, 4.06273
12327, 17, 4, 7, 4.06352
12328, 17, 3, 6, 4.06256
12329, 17, 4, 7, 4.06002
12330, 17, 4, 7, 4.06041
12331, 17, 4, 8, 4.05891
12332, 17, 4, 7, 4.06039
12333, 17, 4, 8, 4.0588
12334, 17, 5, 9, 4.05778
12335, 17, 4, 8, 4.05904
12336, 17, 4, 8, 4.05917
12337, 17, 5, 9, 4.05823
12338, 17, 4, 8, 4.05822
12339, 17, 5, 9, 4.05752
12340, 17, 4, 8, 4.05862
12341, 17, 5, 9, 4.05809
12342, 17, 4, 7, 4.05982
12343, 17, 4, 8, 4.05796
12344, 17, 4, 8, 4.05723
12345, 17, 3, 6, 4.06157
12346, 17, 4, 7, 4.05941
12347, 17, 4, 7, 4.05847
12348, 17, 4, 8, 4.06228
12349, 17, 4, 7, 4.05984
12350, 17, 4, 7, 4.06141
12351, 17, 4, 8, 4.06211
12352, 17, 5, 9, 4.06031
12353, 17, 5, 9, 4.06367
12354, 17, 3, 6, 4.05945
12355, 17, 4, 7, 4.06034
12356, 17, 4, 8, 4.05819
12357, 17, 4, 7, 4.06232
12358, 17, 4, 8, 4.06265
12359, 17, 3, 6, 4.06153
12360, 17, 4, 8, 4.06163
12361, 17, 4, 8, 4.06369
12362, 17, 4, 7, 4.06106
12363, 17, 3, 6, 4.06093
12364, 17, 4, 7, 4.05984
12365, 17, 4, 7, 4.05904
12366, 17, 4, 8, 4.05793
12367, 17, 4, 7, 4.05927
12368, 17, 4, 8, 4.05839
12369, 17, 4, 7, 4.05817
12370, 17, 3, 6, 4.05974
12371, 17, 3, 6, 4.06075
12372, 17, 4, 7, 4.05881
12373, 17, 3, 6, 4.06053
12374, 17, 4, 7, 4.05895
12375, 17, 3, 6, 4.06031
12376, 17, 3, 5, 4.06241
12377, 17, 4, 7, 4.06109
12378, 17, 4, 8, 4.06099
12379, 17, 5, 9, 4.06319
12380, 17, 4, 8, 4.06266
12381, 17, 4, 8, 4.0607
12382, 17, 4, 7, 4.0603
12383, 17, 5, 9, 4.06173
12384, 17, 4, 8, 4.06254
12385, 17, 4, 7, 4.06129
12386, 17, 3, 6, 4.06073
12387, 17, 5, 9, 4.06177
12388, 17, 4, 8, 4.0615
12389, 17, 5, 9, 4.06053
12390, 17, 4, 7, 4.06034
12391, 17, 4, 8, 4.05987
12392, 17, 4, 7, 4.05946
12393, 17, 4, 8, 4.05835
12394, 17, 4, 7, 4.06471
12395, 17, 4, 7, 4.06223
12396, 17, 3, 6, 4.06117
12397, 17, 4, 7, 4.06316
12398, 17, 4, 7, 4.06111
12399, 17, 4, 8, 4.06393
12400, 17, 4, 8, 4.062
12401, 17, 3, 6, 4.06305
12402, 17, 3, 6, 4.06354
12403, 17, 3, 6, 4.064
12404, 17, 4, 7, 4.06308
12405, 17, 3, 6, 4.06265
12406, 17, 3, 6, 4.06268
12407, 17, 4, 7, 4.0631
12408, 17, 4, 7, 4.06333
12409, 17, 3, 6, 4.06334
12410, 17, 4, 7, 4.06175
12411, 17, 3, 6, 4.0599
12412, 17, 4, 7, 4.06127
12413, 17, 4, 8, 4.06176
12414, 17, 4, 8, 4.06379
12415, 17, 3, 6, 4.05852
12416, 17, 4, 7, 4.05928
12417, 17, 3, 6, 4.05969
12418, 17, 4, 8, 4.05551
12419, 17, 4, 8, 4.05502
12420, 17, 5, 9, 4.05327
12421, 17, 4, 7, 4.05734
12422, 17, 4, 7, 4.05608
12423, 17, 4, 8, 4.05348
12424, 17, 4, 7, 4.05674
12425, 17, 3, 6, 4.05961
12426, 17, 4, 8, 4.06045
12427, 17, 3, 6, 4.05921
12428, 17, 4, 8, 4.05951
12429, 17, 5, 9, 4.05929
12430, 17, 4, 8, 4.0612
12431, 17, 5, 9, 4.06287
12432, 17, 4, 7, 4.05678
12433, 17, 4, 8, 4.05626
12434, 17, 4, 7, 4.05874
12435, 17, 4, 7, 4.05674
12436, 17, 4, 8, 4.05431
12437, 17, 4, 8, 4.0532
12438, 17, 3, 6, 4.05906
12439, 17, 4, 7, 4.05528
12440, 17, 4, 7, 4.05359
12441, 17, 4, 7, 4.05696
12442, 17, 3, 6, 4.05985
12443, 17, 3, 6, 4.0599
12444, 17, 4, 7, 4.05949
12445, 17, 4, 8, 4.05837
12446, 17, 4, 8, 4.06015
12447, 17, 3, 6, 4.05773
12448, 17, 4, 7, 4.05595
12449, 17, 4, 7, 4.0581
12450, 17, 4, 7, 4.05553
12451, 17, 3, 6, 4.05708
12452, 17, 3, 6, 4.05791
12453, 17, 3, 5, 4.06116
12454, 17, 4, 7, 4.06098
12455, 17, 3, 6, 4.06104
12456, 17, 4, 7, 4.06299
12457, 17, 4, 8, 4.06364
12458, 17, 4, 7, 4.06076
12459, 17, 4, 8, 4.06162
12460, 17, 3, 6, 4.06199
12461, 17, 4, 7, 4.06342
12462, 17, 4, 8, 4.0585
12463, 17, 4, 8, 4.05848
12464, 17, 5, 9, 4.05859
12465, 17, 4, 7, 4.06092
12466, 17, 4, 7, 4.06035
12467, 17, 4, 8, 4.05981
12468, 17, 4, 8, 4.06029
12469, 17, 3, 6, 4.06047
12470, 17, 4, 8, 4.06213
12471, 17, 5, 9, 4.0627
12472, 17, 4, 8, 4.06035
12473, 17, 5, 9, 4.06201
12474, 17, 4, 7, 4.06039
12475, 17, 4, 8, 4.06113
12476, 17, 4, 7, 4.05907
12477, 17, 4, 8, 4.05789
12478, 17, 4, 8, 4.05767
12479, 17, 3, 6, 4.06152
12480, 17, 4, 7, 4.05943
12481, 17, 4, 7, 4.05857
12482, 17, 4, 7, 4.05821
12483, 17, 3, 6, 4.06136
12484, 17, 3, 6, 4.06095
12485, 17, 4, 7, 4.06213
12486, 17, 4, 8, 4.06218
12487, 17, 4, 8, 4.06027
12488, 17, 3, 6, 4.06035
12489, 17, 4, 7, 4.06008
12490, 17, 4, 7, 4.05786
12491, 17, 4, 7, 4.05825
12492, 17, 3, 6, 4.0599
12493, 17, 3, 6, 4.05905
12494, 17, 3, 5, 4.06234
12495, 17, 3, 6, 4.06382
12496, 17, 3, 6, 4.06227
12497, 17, 4, 7, 4.06299
12498, 17, 3, 6, 4.06278
12499, 17, 4, 7, 4.0633
12500, 17, 3, 5, 4.06171
12501, 17, 3, 6, 4.06328
12502, 17, 4, 7, 4.06336
12503, 17, 4, 7, 4.06225
12504, 17, 4, 8, 4.06342
12505, 17, 4, 7, 4.06253
12506, 17, 4, 8, 4.06423
12507, 17, 3, 6, 4.06103
12508, 17, 4, 7, 4.06241
12509, 17, 3, 6, 4.06337
12510, 17, 4, 7, 4.06467
12511, 17, 4, 7, 4.06292
12512, 17, 3, 5, 4.06195
12513, 17, 3, 6, 4.06314
12514, 17, 3, 6, 4.06113
12515, 17, 4, 7, 4.06178
12516, 17, 5, 9, 4.06208
12517, 17, 4, 8, 4.05814
12518, 17, 4, 8, 4.05898
12519, 17, 5, 9, 4.05715
12520, 17, 5, 9, 4.06002
12521, 17, 5, 10, 4.05879
12522, 17, 5, 9, 4.0576
12523, 17, 5, 10, 4.05904
12524, 17, 4, 8, 4.05971
12525, 17, 4, 7, 4.06038
12526, 17, 3, 6, 4.06395
12527, 17, 3, 6, 4.06019
12528, 17, 4, 7, 4.05888
12529, 17, 4, 7, 4.05856
12530, 17, 4, 8, 4.05791
12531, 17, 4, 8, 4.05806
12532, 17, 3, 6, 4.06288
12533, 17, 4, 7, 4.06039
12534, 17, 4, 8, 4.05928
12535, 17, 4, 8, 4.05853
12536, 17, 4, 8, 4.05926
12537, 17, 5, 10, 4.0608
12538, 17, 4, 7, 4.05774
12539, 17, 4, 7, 4.05867
12540, 17, 5, 9, 4.05806
12541, 17, 3, 6, 4.06175
12542, 17, 4, 7, 4.06174
12543, 17, 4, 8, 4.06093
12544, 17, 5, 9, 4.05945
12545, 17, 4, 8, 4.06102
12546, 17, 4, 7, 4.05951
12547, 17, 5, 10, 4.05993
12548, 17, 5, 9, 4.05804
12549, 17, 4, 8, 4.06
12550, 17, 5, 10, 4.06109
12551, 17, 4, 7, 4.05702
12552, 17, 4, 8, 4.05796
12553, 17, 5, 9, 4.05743
12554, 17, 5, 10, 4.05833
12555, 17, 3, 6, 4.06231
12556, 17, 4, 8, 4.05988
12557, 17, 4, 8, 4.05841
12558, 17, 4, 7, 4.06056
12559, 17, 5, 9, 4.05918
12560, 17, 4, 7, 4.05988
12561, 17, 5, 9, 4.0592
12562, 17, 5, 9, 4.05731
12563, 17, 4, 7, 4.06097
12564, 17, 4, 8, 4.05936
12565, 17, 4, 7, 4.06328
12566, 17, 4, 7, 4.06132
12567, 17, 3, 6, 4.06275
12568, 17, 4, 7, 4.05994
12569, 17, 5, 9, 4.05962
12570, 17, 3, 6, 4.06069
12571, 17, 4, 8, 4.06048
12572, 17, 4, 7, 4.06171
12573, 17, 4, 7, 4.06056
12574, 17, 5, 9, 4.06154
12575, 17, 4, 8, 4.05971
12576, 17, 5, 9, 4.06028
12577, 17, 4, 7, 4.05849
12578, 17, 4, 7, 4.0602
12579, 17, 5, 9, 4.06115
12580, 17, 4, 8, 4.05886
12581, 17, 4, 8, 4.0576
12582, 17, 5, 9, 4.05902
12583, 17, 4, 8, 4.05814
12584, 17, 4, 7, 4.05815
12585, 17, 5, 9, 4.05845
12586, 17, 4, 8, 4.05847
12587, 17, 5, 9, 4.06036
12588, 17, 4, 7, 4.06129
12589, 17, 4, 8, 4.06316
12590, 17, 4, 7, 4.06009
12591, 17, 5, 9, 4.06295
12592, 17, 4, 7, 4.05759
12593, 17, 5, 9, 4.05812
12594, 17, 4, 7, 4.05859
12595, 17, 4, 8, 4.06197
12596, 17, 3, 6, 4.05935
12597, 17, 4, 7, 4.05837
12598, 17, 4, 7, 4.05831
12599, 17, 3, 6, 4.06165
12600, 17, 4, 7, 4.05985
12601, 17, 3, 6, 4.06099
12602, 17, 4, 8, 4.05943
12603, 17, 4, 8, 4.05762
12604, 17, 4, 7, 4.06004
12605, 17, 3, 6, 4.05946
12606, 17, 4, 8, 4.05907
12607, 17, 3, 5, 4.06285
12608, 17, 4, 7, 4.06164
12609, 17, 4, 7, 4.06075
12610, 17, 4, 8, 4.06021
12611, 17, 3, 6, 4.06172
12612, 17, 4, 8, 4.06138
12613, 17, 4, 7, 4.06023
12614, 17, 4, 8, 4.06046
12615, 17, 4, 7, 4.06131
12616, 17, 4, 8, 4.06164
12617, 17, 4, 7, 4.0615
12618, 17, 4, 8, 4.06247
12619, 17, 4, 7, 4.06108
12620, 17, 4, 7, 4.06311
12621, 17, 4, 8, 4.0594
12622, 17, 4, 8, 4.0606
12623, 17, 4, 8, 4.06148
12624, 17, 4, 8, 4.06116
12625, 17, 4, 7, 4.06147
12626, 17, 4, 7, 4.06309
12627, 17, 4, 8, 4.0631
12628, 17, 4, 8, 4.0638
12629, 17, 4, 8, 4.06025
12630, 17, 5, 9, 4.06087
12631, 17, 5, 9, 4.06175
12632, 17, 3, 6, 4.06107
12633, 17, 5, 9, 4.0596
12634, 17, 5, 9, 4.06237
12635, 17, 4, 7, 4.06257
12636, 17, 4, 8, 4.06231
12637, 17, 3, 6, 4.06156
12638, 17, 4, 8, 4.06088
12639, 17, 5, 9, 4.06181
12640, 17, 4, 8, 4.06194
12641, 17, 5, 9, 4.0601
12642, 17, 3, 6, 4.06084
12643, 17, 4, 8, 4.05976
12644, 17, 4, 8, 4.06091
12645, 17, 5, 9, 4.06136
12646, 17, 4, 7, 4.0628
12647, 17, 4, 7, 4.0624
12648, 17, 4, 8, 4.06139
12649, 17, 4, 8, 4.0609
12650, 17, 4, 8, 4.06036
12651, 17, 3, 6, 4.0622
12652, 17, 4, 7, 4.06163
12653, 17, 4, 8, 4.06034
12654, 17, 4, 8, 4.06204
12655, 17, 4, 8, 4.06114
12656, 17, 3, 6, 4.06153
12657, 17, 4, 7, 4.06056
12658, 17, 4, 8, 4.06163
12659, 17, 4, 7, 4.06175
12660, 17, 4, 7, 4.06125
12661, 17, 3, 6, 4.06145
12662, 17, 4, 8, 4.06317
12663, 17, 3, 6, 4.06207
12664, 17, 4, 7, 4.06252
12665, 17, 4, 7, 4.06289
12666, 17, 3, 6, 4.06063
12667, 17, 4, 7, 4.05674
12668, 17, 4, 8, 4.06058
12669, 17, 4, 7, 4.06071
12670, 17, 4, 7, 4.05978
12671, 17, 4, 8, 4.05998
12672, 17, 5, 9, 4.06293
12673, 17, 4, 7, 4.05909
12674, 17, 5, 9, 4.06119
12675, 17, 4, 7, 4.05756
12676, 17, 4, 7, 4.05835
12677, 17, 4, 8, 4.06247
12678, 17, 3, 6, 4.05878
12679, 17, 3, 6, 4.06092
12680, 17, 4, 8, 4.06109
12681, 17, 3, 6, 4.06199
12682, 17, 4, 8, 4.06376
12683, 17, 4, 7, 4.06056
12684, 17, 4, 7, 4.06179
12685, 17, 4, 7, 4.06013
12686, 17, 3, 6, 4.05912
12687, 17, 4, 7, 4.0635
12688, 17, 4, 7, 4.05669
12689, 17, 4, 8, 4.0584
12690, 17, 5, 9, 4.05848
12691, 17, 4, 8, 4.05923
12692, 17, 4, 8, 4.05881
12693, 17, 5, 9, 4.06063
12694, 17, 4, 8, 4.05597
12695, 17, 4, 7, 4.05711
12696, 17, 3, 6, 4.06089
12697, 17, 4, 7, 4.06188
12698, 17, 4, 8, 4.06151
12699, 17, 4, 7, 4.06254
12700, 17, 4, 7, 4.0622
12701, 17, 4, 8, 4.06354
12702, 17, 4, 7, 4.05963
12703, 17, 3, 6, 4.06118
12704, 17, 3, 6, 4.05885
12705, 17, 4, 7, 4.06187
12706, 17, 4, 7, 4.0607
12707, 17, 4, 7, 4.06126
12708, 17, 4, 8, 4.06346
12709, 17, 3, 6, 4.06169
12710, 17, 4, 8, 4.06222
12711, 17, 3, 6, 4.05946
12712, 17, 3, 6, 4.05989
12713, 17, 4, 7, 4.06319
12714, 17, 4, 7, 4.05537
12715, 17, 4, 7, 4.05974
12716, 17, 5, 9, 4.05858
12717, 17, 4, 7, 4.0587
12718, 17, 5, 9, 4.06465
12719, 17, 4, 8, 4.05789
12720, 17, 4, 7, 4.06278
12721, 17, 4, 8, 4.0569
12722, 17, 4, 7, 4.05602
12723, 17, 4, 8, 4.0644
12724, 17, 4, 8, 4.06242
12725, 17, 3, 6, 4.06163
12726, 17, 4, 8, 4.06058
12727, 17, 4, 7, 4.06254
12728, 17, 4, 7, 4.06113
12729, 17, 4, 7, 4.06072
12730, 17, 4, 7, 4.05985
12731, 17, 4, 8, 4.06097
12732, 17, 3, 6, 4.062
12733, 17, 4, 7, 4.06116
12734, 17, 5, 9, 4.06051
12735, 17, 4, 8, 4.0613
12736, 17, 4, 8, 4.06094
12737, 17, 5, 9, 4.06245
12738, 17, 4, 7, 4.06012
12739, 17, 3, 6, 4.06171
12740, 17, 5, 9, 4.06044
12741, 17, 4, 7, 4.06041
12742, 17, 4, 8, 4.06043
12743, 17, 4, 7, 4.06276
12744, 17, 4, 8, 4.05666
12745, 17, 5, 9, 4.05892
12746, 17, 4, 8, 4.05532
12747, 17, 4, 8, 4.05731
12748, 17, 5, 9, 4.05871
12749, 17, 5, 10, 4.06181
12750, 17, 4, 8, 4.05913
12751, 17, 5, 10, 4.0601
12752, 17, 4, 8, 4.0541
12753, 17, 4, 8, 4.05655
12754, 17, 5, 9, 4.06076
12755, 17, 4, 8, 4.06492
12756, 17, 4, 7, 4.05945
12757, 17, 4, 8, 4.06316
12758, 17, 4, 8, 4.05813
12759, 17, 5, 9, 4.06241
12760, 17, 4, 7, 4.06207
12761, 17, 4, 7, 4.06044
12762, 17, 4, 7, 4.05848
12763, 17, 4, 8, 4.05962
12764, 17, 4, 7, 4.05869
12765, 17, 4, 8, 4.06175
12766, 17, 4, 8, 4.05903
12767, 17, 5, 9, 4.06124
12768, 17, 5, 9, 4.05751
12769, 17, 5, 9, 4.0588
12770, 17, 5, 10, 4.05965
12771, 17, 4, 8, 4.0592
12772, 17, 5, 10, 4.06099
12773, 17, 4, 7, 4.05725
12774, 17, 4, 8, 4.06399
12775, 17, 4, 7, 4.0603
12776, 17, 4, 7, 4.05976
12777, 17, 5, 9, 4.06002
12778, 17, 4, 8, 4.06313
12779, 17, 4, 8, 4.05934
12780, 17, 5, 9, 4.06403
12781, 17, 4, 7, 4.05745
12782, 17, 4, 8, 4.05876
12783, 17, 4, 7, 4.06223
12784, 17, 3, 6, 4.06026
12785, 17, 4, 8, 4.06008
12786, 17, 4, 7, 4.05647
12787, 17, 5, 9, 4.05757
12788, 17, 4, 7, 4.06095
12789, 17, 4, 8, 4.05811
12790, 17, 4, 7, 4.05477
12791, 17, 5, 9, 4.05642
12792, 17, 4, 8, 4.05682
12793, 17, 4, 7, 4.05904
12794, 17, 4, 8, 4.05572
12795, 17, 4, 8, 4.05422
12796, 17, 3, 6, 4.06117
12797, 17, 4, 8, 4.06053
12798, 17, 4, 7, 4.06152
12799, 17, 4, 7, 4.05976
12800, 17, 4, 7, 4.05713
12801, 17, 4, 7, 4.06083
12802, 17, 4, 7, 4.06038
12803, 17, 5, 9, 4.06005
12804, 17, 5, 9, 4.06326
12805, 17, 4, 8, 4.05954
12806, 17, 3, 6, 4.05814
12807, 17, 4, 8, 4.05785
12808, 17, 4, 8, 4.06175
12809, 17, 3, 6, 4.05812
12810, 17, 4, 8, 4.05864
12811, 17, 4, 7, 4.05935
12812, 17, 4, 7, 4.05713
12813, 17, 3, 5, 4.06231
12814, 17, 4, 7, 4.06126
12815, 17, 3, 6, 4.06236
12816, 17, 3, 6, 4.06074
12817, 17, 3, 6, 4.05842
12818, 17, 4, 7, 4.06495
12819, 17, 4, 8, 4.06047
12820, 17, 4, 7, 4.06396
12821, 17, 3, 6, 4.0614
12822, 17, 4, 8, 4.06472
12823, 17, 4, 7, 4.05917
12824, 17, 3, 6, 4.06334
12825, 17, 3, 6, 4.05927
12826, 17, 4, 8, 4.06116
12827, 17, 4, 8, 4.06405
12828, 17, 3, 6, 4.06201
12829, 17, 4, 7, 4.05923
12830, 17, 4, 7, 4.06279
12831, 17, 4, 7, 4.06011
12832, 17, 4, 8, 4.06253
12833, 17, 3, 6, 4.0626
12834, 17, 4, 8, 4.06207
12835, 17, 4, 7, 4.06297
12836, 17, 4, 7, 4.05948
12837, 17, 5, 9, 4.06026
12838, 17, 4, 8, 4.06079
12839, 17, 4, 7, 4.06135
12840, 17, 4, 8, 4.05954
12841, 17, 4, 8, 4.05877
12842, 17, 4, 7, 4.06005
12843, 17, 4, 7, 4.0608
12844, 17, 4, 7, 4.06058
12845, 17, 5, 9, 4.06103
12846, 17, 5, 9, 4.06075
12847, 17, 4, 8, 4.06068
12848, 17, 3, 6, 4.05971
12849, 17, 4, 8, 4.06101
12850, 17, 3, 6, 4.0607
12851, 17, 4, 8, 4.06083
12852, 17, 4, 7, 4.06158
12853, 17, 4, 7, 4.05967
12854, 17, 4, 7, 4.06188
12855, 17, 3, 6, 4.06084
12856, 17, 4, 8, 4.06104
12857, 17, 4, 8, 4.06143
12858, 17, 3, 6, 4.06194
12859, 17, 4, 7, 4.06103
12860, 17, 4, 7, 4.06366
12861, 17, 4, 7, 4.05756
12862, 17, 5, 9, 4.05506
12863, 17, 4, 8, 4.05497
12864, 17, 5, 10, 4.05357
12865, 17, 4, 8, 4.05379
12866, 17, 5, 10, 4.05287
12867, 17, 4, 8, 4.0538
12868, 17, 5, 9, 4.05176
12869, 17, 5, 9, 4.05083
12870, 17, 4, 7, 4.05791
12871, 17, 5, 9, 4.05504
12872, 17, 4, 8, 4.05392
12873, 17, 4, 8, 4.05747
12874, 17, 5, 10, 4.06049
12875, 17, 4, 8, 4.05666
12876, 17, 4, 8, 4.05525
12877, 17, 5, 9, 4.0591
12878, 17, 4, 8, 4.05322
12879, 17, 4, 8, 4.06047
12880, 17, 4, 7, 4.06049
12881, 17, 4, 8, 4.06311
12882, 17, 5, 9, 4.06017
12883, 17, 4, 8, 4.06112
12884, 17, 5, 9, 4.05814
12885, 17, 4, 7, 4.06281
12886, 17, 4, 8, 4.0596
12887, 17, 5, 9, 4.05883
12888, 17, 5, 9, 4.05678
12889, 17, 4, 8, 4.05814
12890, 17, 3, 6, 4.06234
12891, 17, 4, 7, 4.06227
12892, 17, 4, 7, 4.05987
12893, 17, 4, 8, 4.0613
12894, 17, 5, 9, 4.05786
12895, 17, 4, 8, 4.05673
12896, 17, 5, 9, 4.0588
12897, 17, 5, 10, 4.05586
12898, 17, 5, 9, 4.0623
12899, 17, 5, 10, 4.06009
12900, 17, 5, 9, 4.05666
12901, 17, 4, 8, 4.05531
12902, 17, 5, 9, 4.05765
12903, 17, 5, 10, 4.05481
12904, 17, 5, 10, 4.05906
12905, 17, 4, 7, 4.06031
12906, 17, 3, 6, 4.05959
12907, 17, 4, 7, 4.05741
12908, 17, 4, 8, 4.05587
12909, 17, 4, 7, 4.0564
12910, 17, 4, 8, 4.05515
12911, 17, 4, 8, 4.05456
12912, 17, 3, 6, 4.05995
12913, 17, 5, 9, 4.06065
12914, 17, 4, 8, 4.05769
12915, 17, 5, 10, 4.05861
12916, 17, 4, 7, 4.05919
12917, 17, 4, 8, 4.0564
12918, 17, 4, 8, 4.05642
12919, 17, 5, 10, 4.05767
12920, 17, 5, 10, 4.0539
12921, 17, 4, 8, 4.05513
12922, 17, 4, 8, 4.05918
12923, 17, 4, 8, 4.0587
12924, 17, 4, 7, 4.06285
12925, 17, 3, 6, 4.06196
12926, 17, 4, 8, 4.06197
12927, 17, 4, 7, 4.06473
12928, 17, 5, 9, 4.06397
12929, 17, 4, 7, 4.05844
12930, 17, 5, 9, 4.05611
12931, 17, 4, 7, 4.06136
12932, 17, 4, 8, 4.05677
12933, 17, 4, 8, 4.05718
12934, 17, 4, 8, 4.05819
12935, 17, 5, 9, 4.06267
12936, 17, 4, 7, 4.05719
12937, 17, 4, 8, 4.05789
12938, 17, 5, 10, 4.05789
12939, 17, 5, 9, 4.05765
12940, 17, 4, 7, 4.05808
12941, 17, 5, 10, 4.05837
12942, 17, 4, 8, 4.06125
12943, 17, 4, 7, 4.05997
12944, 17, 4, 8, 4.05932
12945, 17, 5, 10, 4.06227
12946, 17, 4, 8, 4.05837
12947, 17, 4, 8, 4.05758
12948, 17, 4, 8, 4.05989
12949, 17, 4, 8, 4.06291
12950, 17, 4, 8, 4.05853
12951, 17, 3, 6, 4.06247
12952, 17, 4, 7, 4.05971
12953, 17, 4, 7, 4.06364
12954, 17, 4, 7, 4.05983
12955, 17, 5, 9, 4.05714
12956, 17, 4, 8, 4.05816
12957, 17, 5, 10, 4.05666
12958, 17, 4, 8, 4.05621
12959, 17, 5, 9, 4.05526
12960, 17, 4, 7, 4.05916
12961, 17, 4, 8, 4.05577
12962, 17, 4, 8, 4.05805
12963, 17, 5, 10, 4.06279
12964, 17, 5, 10, 4.05657
12965, 17, 4, 8, 4.06159
12966, 17, 4, 7, 4.05611
12967, 17, 5, 9, 4.06277
12968, 17, 4, 7, 4.05872
12969, 17, 5, 9, 4.0565
12970, 17, 4, 8, 4.05528
12971, 17, 3, 6, 4.06128
12972, 17, 4, 8, 4.06244
12973, 17, 4, 7, 4.0593
12974, 17, 4, 7, 4.06
12975, 17, 3, 6, 4.0633
12976, 17, 4, 7, 4.05993
12977, 17, 4, 7, 4.05931
12978, 17, 4, 7, 4.06082
12979, 17, 4, 7, 4.05951
12980, 17, 4, 7, 4.05961
12981, 17, 5, 9, 4.0611
12982, 17, 4, 8, 4.05851
12983, 17, 5, 9, 4.05967
12984, 17, 5, 9, 4.06046
12985, 17, 4, 7, 4.06037
12986, 17, 4, 8, 4.05968
12987, 17, 4, 8, 4.06148
12988, 17, 4, 8, 4.06036
12989, 17, 4, 8, 4.06053
12990, 17, 4, 8, 4.06061
12991, 17, 5, 9, 4.05771
12992, 17, 4, 8, 4.05927
12993, 17, 5, 9, 4.06242
12994, 17, 4, 7, 4.06468
12995, 17, 4, 7, 4.06461
12996, 17, 4, 7, 4.0633
12997, 17, 4, 8, 4.06618
12998, 17, 3, 6, 4.06323
12999, 17, 4, 7, 4.05978
13000, 17, 5, 9, 4.05971
13001, 17, 4, 7, 4.05872
13002, 17, 5, 9, 4.05919
13003, 17, 4, 8, 4.05647
13004, 17, 5, 10, 4.05765
13005, 17, 5, 10, 4.05564
13006, 17, 4, 8, 4.05843
13007, 17, 4, 8, 4.05762
13008, 17, 5, 9, 4.05566
13009, 17, 4, 7, 4.05999
13010, 17, 4, 8, 4.05896
13011, 17, 4, 7, 4.0576
13012, 17, 5, 9, 4.05721
13013, 17, 5, 9, 4.06102
13014, 17, 4, 7, 4.06248
13015, 17, 3, 6, 4.06139
13016, 17, 4, 8, 4.06427
13017, 17, 3, 6, 4.06152
13018, 17, 4, 7, 4.05738
13019, 17, 4, 7, 4.05721
13020, 17, 4, 8, 4.05579
13021, 17, 4, 7, 4.05913
13022, 17, 4, 7, 4.05847
13023, 17, 4, 8, 4.05652
13024, 17, 3, 6, 4.06057
13025, 17, 5, 9, 4.05818
13026, 17, 4, 7, 4.05788
13027, 17, 5, 9, 4.05853
13028, 17, 5, 9, 4.05929
13029, 17, 4, 8, 4.05637
13030, 17, 5, 10, 4.0607
13031, 17, 3, 6, 4.06103
13032, 17, 4, 8, 4.06138
13033, 17, 4, 8, 4.0621
13034, 17, 4, 7, 4.0594
13035, 17, 5, 9, 4.0634
13036, 17, 4, 7, 4.06015
13037, 17, 4, 7, 4.06286
13038, 17, 3, 6, 4.05957
13039, 17, 4, 7, 4.06121
13040, 17, 4, 7, 4.06199
13041, 17, 4, 8, 4.06286
13042, 17, 3, 6, 4.06029
13043, 17, 3, 6, 4.061
13044, 17, 5, 9, 4.06051
13045, 17, 4, 8, 4.05687
13046, 17, 4, 8, 4.05809
13047, 17, 5, 9, 4.0601
13048, 17, 5, 10, 4.06134
13049, 17, 4, 8, 4.05515
13050, 17, 4, 8, 4.05832
13051, 17, 4, 7, 4.05853
13052, 17, 4, 8, 4.0616
13053, 17, 4, 7, 4.05858
13054, 17, 5, 9, 4.06117
13055, 17, 4, 7, 4.05814
13056, 17, 4, 8, 4.06108
13057, 17, 4, 8, 4.06008
13058, 17, 5, 9, 4.06219
13059, 17, 4, 8, 4.06007
