graphNo, Vertex-Num, radius, diameter, entropy
822, 17, 4, 8, 4.05406
823, 17, 4, 8, 4.05217
824, 17, 4, 7, 4.05535
825, 17, 3, 5, 4.06148
826, 17, 4, 7, 4.05646
827, 17, 4, 7, 4.05526
828, 17, 3, 6, 4.05883
829, 17, 4, 7, 4.05233
830, 17, 3, 6, 4.05679
831, 17, 3, 6, 4.0523
832, 17, 3, 6, 4.05545
833, 17, 3, 5, 4.05929
834, 17, 3, 6, 4.05396
835, 17, 3, 5, 4.05848
836, 17, 2, 4, 4.06394
837, 17, 4, 7, 4.06059
838, 17, 3, 5, 4.06346
839, 17, 4, 7, 4.0657
840, 17, 3, 6, 4.06093
841, 17, 3, 6, 4.05832
842, 17, 3, 6, 4.06427
843, 17, 3, 5, 4.05921
844, 17, 4, 7, 4.05786
845, 17, 4, 7, 4.05739
846, 17, 3, 6, 4.05863
847, 17, 3, 6, 4.06145
848, 17, 3, 6, 4.06121
849, 17, 3, 5, 4.06373
850, 17, 3, 6, 4.05781
851, 17, 3, 5, 4.06322
852, 17, 3, 6, 4.06601
853, 17, 3, 5, 4.06563
854, 17, 3, 5, 4.06488
855, 17, 2, 4, 4.06492
856, 17, 3, 6, 4.06024
857, 17, 4, 8, 4.06526
858, 17, 3, 6, 4.05868
859, 17, 4, 7, 4.06288
860, 17, 3, 6, 4.05523
861, 17, 3, 6, 4.05968
862, 17, 4, 8, 4.06122
863, 17, 4, 8, 4.05571
864, 17, 4, 7, 4.06035
865, 17, 3, 5, 4.06424
866, 17, 4, 7, 4.06407
867, 17, 4, 7, 4.05923
868, 17, 3, 6, 4.0641
869, 17, 4, 7, 4.05347
870, 17, 3, 6, 4.0582
871, 17, 3, 6, 4.05585
872, 17, 3, 6, 4.05905
873, 17, 3, 5, 4.0629
874, 17, 3, 6, 4.05501
875, 17, 3, 5, 4.05953
876, 17, 2, 4, 4.06498
877, 17, 4, 7, 4.06355
878, 17, 3, 5, 4.06556
879, 17, 4, 7, 4.06932
880, 17, 3, 6, 4.06235
881, 17, 3, 6, 4.06101
882, 17, 3, 6, 4.06784
883, 17, 3, 5, 4.05985
884, 17, 4, 7, 4.06208
885, 17, 4, 7, 4.06028
886, 17, 3, 6, 4.06083
887, 17, 3, 6, 4.06598
888, 17, 3, 6, 4.0645
889, 17, 3, 5, 4.06604
890, 17, 3, 6, 4.05854
891, 17, 3, 5, 4.06421
892, 17, 3, 6, 4.0683
893, 17, 3, 5, 4.06667
894, 17, 3, 5, 4.06698
895, 17, 2, 4, 4.06538
896, 17, 3, 6, 4.06088
897, 17, 4, 8, 4.06525
898, 17, 4, 8, 4.05692
899, 17, 4, 7, 4.06336
900, 17, 3, 5, 4.06576
901, 17, 4, 7, 4.06867
902, 17, 3, 6, 4.0582
903, 17, 3, 6, 4.06159
904, 17, 3, 5, 4.06562
905, 17, 4, 7, 4.06396
906, 17, 4, 7, 4.06093
907, 17, 3, 6, 4.06179
908, 17, 3, 6, 4.06834
909, 17, 3, 6, 4.06563
910, 17, 3, 5, 4.0673
911, 17, 3, 6, 4.06755
912, 17, 2, 4, 4.06333
913, 17, 3, 6, 4.06486
914, 17, 3, 6, 4.06323
915, 17, 3, 5, 4.06352
916, 17, 3, 5, 4.06171
917, 17, 3, 6, 4.05441
918, 17, 4, 8, 4.05416
919, 17, 3, 6, 4.05581
920, 17, 4, 7, 4.0511
921, 17, 2, 4, 4.06495
922, 17, 3, 6, 4.06784
923, 17, 3, 6, 4.06666
924, 17, 3, 6, 4.06433
925, 17, 3, 5, 4.06625
926, 17, 3, 5, 4.06495
927, 17, 3, 5, 4.06217
928, 17, 3, 6, 4.06039
929, 17, 3, 6, 4.05669
930, 17, 4, 8, 4.06228
931, 17, 4, 8, 4.05583
932, 17, 3, 6, 4.05962
933, 17, 4, 7, 4.05959
934, 17, 4, 7, 4.05182
935, 17, 3, 6, 4.06185
936, 17, 4, 8, 4.06583
937, 17, 3, 6, 4.05762
938, 17, 3, 6, 4.06149
939, 17, 4, 8, 4.05729
940, 17, 4, 7, 4.06366
941, 17, 3, 6, 4.05885
942, 17, 4, 7, 4.0535
943, 17, 3, 6, 4.05796
944, 17, 4, 8, 4.05099
945, 17, 4, 8, 4.05183
946, 17, 4, 7, 4.05468
947, 17, 4, 7, 4.05477
948, 17, 3, 5, 4.06087
949, 17, 4, 7, 4.05081
950, 17, 4, 7, 4.05233
951, 17, 3, 6, 4.05626
952, 17, 3, 6, 4.05721
953, 17, 3, 5, 4.06456
954, 17, 3, 6, 4.06322
955, 17, 4, 7, 4.06645
956, 17, 4, 7, 4.06058
957, 17, 3, 5, 4.06099
958, 17, 3, 6, 4.0646
959, 17, 3, 6, 4.0575
960, 17, 2, 4, 4.06594
961, 17, 3, 6, 4.06809
962, 17, 3, 6, 4.0677
963, 17, 3, 6, 4.06353
964, 17, 3, 5, 4.06749
965, 17, 3, 5, 4.06705
966, 17, 3, 5, 4.06183
967, 17, 3, 6, 4.06543
968, 17, 3, 6, 4.05795
969, 17, 4, 8, 4.06757
970, 17, 4, 8, 4.05563
971, 17, 3, 6, 4.06263
972, 17, 4, 7, 4.06636
973, 17, 3, 6, 4.06597
974, 17, 4, 8, 4.0688
975, 17, 3, 6, 4.05882
976, 17, 3, 6, 4.06403
977, 17, 4, 8, 4.05688
978, 17, 4, 7, 4.06799
979, 17, 3, 6, 4.06205
980, 17, 3, 6, 4.06119
981, 17, 4, 8, 4.05386
982, 17, 4, 8, 4.05488
983, 17, 4, 7, 4.05782
984, 17, 4, 7, 4.05819
985, 17, 4, 7, 4.05168
986, 17, 4, 7, 4.05327
987, 17, 3, 5, 4.06686
988, 17, 3, 6, 4.06394
989, 17, 4, 7, 4.06898
990, 17, 4, 7, 4.05999
991, 17, 3, 5, 4.06211
992, 17, 3, 6, 4.06839
993, 17, 3, 6, 4.05721
994, 17, 3, 5, 4.06738
995, 17, 4, 7, 4.06981
996, 17, 3, 6, 4.06361
997, 17, 4, 7, 4.06068
998, 17, 3, 6, 4.06959
999, 17, 3, 5, 4.06195
1000, 17, 3, 6, 4.05829
1001, 17, 3, 6, 4.05661
1002, 17, 4, 8, 4.05953
1003, 17, 3, 6, 4.05548
1004, 17, 4, 8, 4.0558
1005, 17, 3, 6, 4.05715
1006, 17, 4, 7, 4.05717
1007, 17, 4, 7, 4.05287
1008, 17, 3, 6, 4.05501
1009, 17, 3, 6, 4.05493
1010, 17, 4, 8, 4.04782
1011, 17, 4, 8, 4.0486
1012, 17, 4, 7, 4.05152
1013, 17, 3, 5, 4.05957
1014, 17, 4, 7, 4.04941
1015, 17, 4, 7, 4.0509
1016, 17, 3, 6, 4.05487
1017, 17, 4, 7, 4.05149
1018, 17, 3, 6, 4.05577
1019, 17, 3, 6, 4.05617
1020, 17, 4, 8, 4.05157
1021, 17, 3, 5, 4.06038
1022, 17, 4, 7, 4.05412
1023, 17, 4, 7, 4.05241
1024, 17, 3, 6, 4.05614
1025, 17, 3, 6, 4.05062
1026, 17, 3, 6, 4.05346
1027, 17, 3, 6, 4.05363
1028, 17, 3, 5, 4.05753
1029, 17, 3, 5, 4.05836
1030, 17, 2, 4, 4.06365
1031, 17, 3, 6, 4.05964
1032, 17, 4, 8, 4.06439
1033, 17, 3, 6, 4.05886
1034, 17, 4, 8, 4.06184
1035, 17, 3, 6, 4.0592
1036, 17, 4, 7, 4.06189
1037, 17, 4, 7, 4.05896
1038, 17, 3, 6, 4.05598
1039, 17, 3, 6, 4.05777
1040, 17, 4, 8, 4.05544
1041, 17, 4, 8, 4.05352
1042, 17, 4, 7, 4.0564
1043, 17, 3, 5, 4.06249
1044, 17, 4, 7, 4.05762
1045, 17, 4, 7, 4.0565
1046, 17, 3, 6, 4.05994
1047, 17, 4, 7, 4.05333
1048, 17, 3, 6, 4.05799
1049, 17, 3, 6, 4.05864
1050, 17, 4, 8, 4.05783
1051, 17, 4, 8, 4.0555
1052, 17, 3, 5, 4.0629
1053, 17, 4, 7, 4.06063
1054, 17, 4, 7, 4.05848
1055, 17, 4, 7, 4.05673
1056, 17, 3, 6, 4.06047
1057, 17, 4, 7, 4.05383
1058, 17, 3, 6, 4.05783
1059, 17, 3, 6, 4.05399
1060, 17, 3, 6, 4.05668
1061, 17, 3, 6, 4.05689
1062, 17, 3, 5, 4.06053
1063, 17, 3, 6, 4.05507
1064, 17, 3, 5, 4.05889
1065, 17, 3, 5, 4.05974
1066, 17, 2, 4, 4.06489
1067, 17, 4, 7, 4.06273
1068, 17, 3, 5, 4.06418
1069, 17, 4, 7, 4.06638
1070, 17, 3, 6, 4.06236
1071, 17, 3, 6, 4.06004
1072, 17, 3, 6, 4.06451
1073, 17, 3, 5, 4.0599
1074, 17, 4, 7, 4.05864
1075, 17, 4, 7, 4.05814
1076, 17, 3, 6, 4.05891
1077, 17, 3, 6, 4.06241
1078, 17, 3, 6, 4.06218
1079, 17, 3, 5, 4.06457
1080, 17, 3, 6, 4.05804
1081, 17, 3, 5, 4.06408
1082, 17, 3, 5, 4.06597
1083, 17, 4, 7, 4.06946
1084, 17, 4, 7, 4.0616
1085, 17, 3, 6, 4.06318
1086, 17, 3, 6, 4.06801
1087, 17, 3, 6, 4.05872
1088, 17, 3, 5, 4.06092
1089, 17, 4, 7, 4.06086
1090, 17, 3, 6, 4.06484
1091, 17, 3, 6, 4.05946
1092, 17, 3, 5, 4.06481
1093, 17, 3, 6, 4.0607
1094, 17, 4, 8, 4.06501
1095, 17, 3, 6, 4.06044
1096, 17, 4, 8, 4.06403
1097, 17, 3, 6, 4.05908
1098, 17, 4, 7, 4.0635
1099, 17, 4, 7, 4.06228
1100, 17, 3, 6, 4.05994
1101, 17, 4, 8, 4.06174
1102, 17, 4, 8, 4.05646
1103, 17, 4, 7, 4.06074
1104, 17, 3, 5, 4.06503
1105, 17, 4, 7, 4.0648
1106, 17, 4, 7, 4.06019
1107, 17, 3, 6, 4.06487
1108, 17, 4, 7, 4.05414
1109, 17, 3, 6, 4.06027
1110, 17, 4, 8, 4.06247
1111, 17, 4, 8, 4.05715
1112, 17, 3, 5, 4.06475
1113, 17, 4, 7, 4.06573
1114, 17, 4, 7, 4.06062
1115, 17, 4, 7, 4.06051
1116, 17, 3, 6, 4.06454
1117, 17, 3, 6, 4.05714
1118, 17, 3, 6, 4.05988
1119, 17, 3, 6, 4.06026
1120, 17, 3, 5, 4.06391
1121, 17, 3, 6, 4.05594
1122, 17, 3, 5, 4.05978
1123, 17, 3, 5, 4.06069
1124, 17, 4, 7, 4.06311
1125, 17, 3, 5, 4.06528
1126, 17, 4, 7, 4.06788
1127, 17, 3, 6, 4.06199
1128, 17, 3, 6, 4.06124
1129, 17, 3, 6, 4.06717
1130, 17, 4, 7, 4.06221
1131, 17, 4, 7, 4.06046
1132, 17, 3, 6, 4.06071
1133, 17, 3, 6, 4.06662
1134, 17, 3, 6, 4.0652
1135, 17, 3, 5, 4.06669
1136, 17, 3, 6, 4.05846
1137, 17, 3, 5, 4.06493
1138, 17, 3, 5, 4.06634
1139, 17, 4, 7, 4.06905
1140, 17, 4, 7, 4.06237
1141, 17, 3, 6, 4.06258
1142, 17, 3, 6, 4.06871
1143, 17, 3, 6, 4.06046
1144, 17, 4, 7, 4.06279
1145, 17, 4, 7, 4.06167
1146, 17, 3, 6, 4.06715
1147, 17, 3, 6, 4.06613
1148, 17, 3, 6, 4.06059
1149, 17, 3, 5, 4.06612
1150, 17, 3, 6, 4.05925
1151, 17, 3, 6, 4.06801
1152, 17, 3, 6, 4.06686
1153, 17, 3, 5, 4.06641
1154, 17, 3, 5, 4.06775
1155, 17, 3, 5, 4.06635
1156, 17, 2, 4, 4.06583
1157, 17, 3, 5, 4.06141
1158, 17, 3, 6, 4.06062
1159, 17, 4, 7, 4.05928
1160, 17, 4, 7, 4.06118
1161, 17, 3, 5, 4.05908
1162, 17, 3, 6, 4.05695
1163, 17, 3, 6, 4.05926
1164, 17, 4, 7, 4.05396
1165, 17, 3, 6, 4.05665
1166, 17, 3, 6, 4.0574
1167, 17, 3, 5, 4.06236
1168, 17, 3, 5, 4.06318
1169, 17, 3, 6, 4.06446
1170, 17, 4, 7, 4.0645
1171, 17, 4, 7, 4.06243
1172, 17, 3, 5, 4.06251
1173, 17, 3, 6, 4.06224
1174, 17, 3, 6, 4.05979
1175, 17, 4, 7, 4.05688
1176, 17, 3, 6, 4.05959
1177, 17, 3, 6, 4.05866
1178, 17, 3, 5, 4.06362
1179, 17, 3, 5, 4.06729
1180, 17, 3, 6, 4.06853
1181, 17, 3, 6, 4.0667
1182, 17, 2, 4, 4.06614
1183, 17, 3, 5, 4.06726
1184, 17, 3, 5, 4.06513
1185, 17, 3, 5, 4.06421
1186, 17, 3, 6, 4.06679
1187, 17, 4, 7, 4.06762
1188, 17, 4, 7, 4.06187
1189, 17, 3, 5, 4.06563
1190, 17, 3, 6, 4.06668
1191, 17, 4, 7, 4.05983
1192, 17, 3, 6, 4.06295
1193, 17, 3, 6, 4.05954
1194, 17, 3, 5, 4.06464
1195, 17, 3, 5, 4.06735
1196, 17, 3, 6, 4.0689
1197, 17, 3, 6, 4.06555
1198, 17, 2, 4, 4.06695
1199, 17, 3, 5, 4.06879
1200, 17, 2, 4, 4.06577
1201, 17, 3, 6, 4.06792
1202, 17, 3, 6, 4.06574
1203, 17, 3, 5, 4.06722
1204, 17, 3, 5, 4.06456
1205, 17, 3, 6, 4.06153
1206, 17, 4, 8, 4.06193
1207, 17, 3, 6, 4.06226
1208, 17, 4, 7, 4.05942
1209, 17, 2, 4, 4.0661
1210, 17, 3, 6, 4.06569
1211, 17, 3, 6, 4.06528
1212, 17, 3, 6, 4.06347
1213, 17, 3, 5, 4.06693
1214, 17, 3, 6, 4.06195
1215, 17, 4, 8, 4.06584
1216, 17, 3, 6, 4.06033
1217, 17, 3, 6, 4.06239
1218, 17, 4, 8, 4.06032
1219, 17, 4, 8, 4.05913
1220, 17, 3, 6, 4.06433
1221, 17, 4, 7, 4.0668
1222, 17, 4, 7, 4.06181
1223, 17, 3, 5, 4.06387
1224, 17, 3, 6, 4.06295
1225, 17, 4, 8, 4.06657
1226, 17, 3, 6, 4.05992
1227, 17, 4, 8, 4.06115
1228, 17, 3, 6, 4.06149
1229, 17, 4, 7, 4.06531
1230, 17, 4, 7, 4.05862
1231, 17, 3, 6, 4.05888
1232, 17, 3, 6, 4.06046
1233, 17, 4, 8, 4.05792
1234, 17, 4, 8, 4.0563
1235, 17, 4, 7, 4.05904
1236, 17, 3, 5, 4.06365
1237, 17, 4, 7, 4.0587
1238, 17, 4, 7, 4.05773
1239, 17, 3, 6, 4.06109
1240, 17, 4, 7, 4.0564
1241, 17, 3, 6, 4.05936
1242, 17, 3, 6, 4.06012
1243, 17, 4, 8, 4.05947
1244, 17, 3, 5, 4.06448
1245, 17, 4, 7, 4.06273
1246, 17, 4, 7, 4.05708
1247, 17, 3, 6, 4.06112
1248, 17, 3, 6, 4.05699
1249, 17, 3, 6, 4.05953
1250, 17, 3, 6, 4.05815
1251, 17, 3, 5, 4.06172
1252, 17, 3, 5, 4.06104
1253, 17, 2, 4, 4.06606
1254, 17, 4, 7, 4.06131
1255, 17, 3, 6, 4.06236
1256, 17, 4, 8, 4.06366
1257, 17, 4, 8, 4.05893
1258, 17, 3, 5, 4.06609
1259, 17, 4, 7, 4.06565
1260, 17, 3, 6, 4.0607
1261, 17, 4, 8, 4.06174
1262, 17, 4, 7, 4.05977
1263, 17, 3, 6, 4.0598
1264, 17, 3, 6, 4.06238
1265, 17, 3, 6, 4.06137
1266, 17, 4, 7, 4.06293
1267, 17, 3, 5, 4.06532
1268, 17, 4, 7, 4.06548
1269, 17, 3, 6, 4.06621
1270, 17, 4, 7, 4.06425
1271, 17, 4, 7, 4.0627
1272, 17, 3, 6, 4.0631
1273, 17, 3, 6, 4.06754
1274, 17, 3, 5, 4.06537
1275, 17, 3, 6, 4.06512
1276, 17, 4, 7, 4.06382
1277, 17, 4, 7, 4.06569
1278, 17, 3, 5, 4.06349
1279, 17, 3, 6, 4.06193
1280, 17, 3, 6, 4.06427
1281, 17, 4, 7, 4.06499
1282, 17, 3, 5, 4.06495
1283, 17, 3, 6, 4.06423
1284, 17, 4, 7, 4.06552
1285, 17, 3, 6, 4.06347
1286, 17, 3, 5, 4.06247
1287, 17, 3, 6, 4.06413
1288, 17, 4, 7, 4.06107
1289, 17, 4, 7, 4.06065
1290, 17, 3, 6, 4.06155
1291, 17, 3, 6, 4.0608
1292, 17, 3, 6, 4.06346
1293, 17, 3, 6, 4.06327
1294, 17, 3, 5, 4.06571
1295, 17, 3, 5, 4.06528
1296, 17, 3, 5, 4.06718
1297, 17, 3, 6, 4.06726
1298, 17, 2, 4, 4.06666
1299, 17, 3, 5, 4.06671
1300, 17, 3, 5, 4.06569
1301, 17, 3, 6, 4.0659
1302, 17, 4, 7, 4.06551
1303, 17, 3, 6, 4.06584
1304, 17, 3, 5, 4.06526
1305, 17, 3, 6, 4.065
1306, 17, 3, 5, 4.06494
1307, 17, 4, 7, 4.06372
1308, 17, 4, 7, 4.06342
1309, 17, 3, 6, 4.06413
1310, 17, 3, 5, 4.06585
1311, 17, 3, 6, 4.06619
1312, 17, 3, 6, 4.06471
1313, 17, 3, 5, 4.06774
1314, 17, 2, 4, 4.06426
1315, 17, 3, 6, 4.06579
1316, 17, 3, 5, 4.06389
1317, 17, 3, 6, 4.05817
1318, 17, 3, 6, 4.05988
1319, 17, 4, 8, 4.0607
1320, 17, 3, 6, 4.05691
1321, 17, 4, 7, 4.05764
1322, 17, 3, 6, 4.05702
1323, 17, 4, 8, 4.05312
1324, 17, 4, 7, 4.05364
1325, 17, 3, 5, 4.06146
1326, 17, 4, 7, 4.05541
1327, 17, 3, 6, 4.05739
1328, 17, 2, 4, 4.0652
1329, 17, 3, 6, 4.06678
1330, 17, 3, 6, 4.06498
1331, 17, 3, 5, 4.06578
1332, 17, 3, 5, 4.06355
1333, 17, 3, 6, 4.06234
1334, 17, 3, 6, 4.05938
1335, 17, 3, 6, 4.06234
1336, 17, 4, 8, 4.06502
1337, 17, 4, 8, 4.06026
1338, 17, 3, 6, 4.0598
1339, 17, 4, 7, 4.06328
1340, 17, 4, 7, 4.05741
1341, 17, 3, 6, 4.05977
1342, 17, 4, 8, 4.05583
1343, 17, 4, 7, 4.05658
1344, 17, 3, 5, 4.06265
1345, 17, 4, 7, 4.0566
1346, 17, 3, 6, 4.05868
1347, 17, 2, 4, 4.06557
1348, 17, 3, 6, 4.06556
1349, 17, 3, 6, 4.06277
1350, 17, 3, 5, 4.06648
1351, 17, 3, 6, 4.05982
1352, 17, 3, 6, 4.06329
1353, 17, 4, 8, 4.06666
1354, 17, 4, 8, 4.05847
1355, 17, 4, 7, 4.05966
1356, 17, 3, 6, 4.06207
1357, 17, 4, 7, 4.06712
1358, 17, 3, 6, 4.06852
1359, 17, 3, 6, 4.0526
1360, 17, 3, 6, 4.05502
1361, 17, 3, 5, 4.05888
1362, 17, 2, 4, 4.06464
1363, 17, 3, 6, 4.06014
1364, 17, 4, 8, 4.06345
1365, 17, 3, 6, 4.06008
1366, 17, 4, 7, 4.06143
1367, 17, 3, 6, 4.05704
1368, 17, 3, 6, 4.05915
1369, 17, 4, 8, 4.05866
1370, 17, 4, 8, 4.05645
1371, 17, 4, 7, 4.05747
1372, 17, 3, 5, 4.06379
1373, 17, 4, 7, 4.06153
1374, 17, 4, 7, 4.05948
1375, 17, 3, 6, 4.06143
1376, 17, 4, 7, 4.05473
1377, 17, 3, 6, 4.05893
1378, 17, 3, 6, 4.05571
1379, 17, 3, 6, 4.05806
1380, 17, 3, 5, 4.06172
1381, 17, 3, 6, 4.05633
1382, 17, 3, 5, 4.06015
1383, 17, 2, 4, 4.06581
1384, 17, 4, 7, 4.0619
1385, 17, 3, 5, 4.0658
1386, 17, 4, 7, 4.06814
1387, 17, 3, 6, 4.06299
1388, 17, 3, 6, 4.05965
1389, 17, 3, 6, 4.06741
1390, 17, 3, 5, 4.06094
1391, 17, 4, 7, 4.06108
1392, 17, 3, 6, 4.05943
1393, 17, 3, 6, 4.06554
1394, 17, 3, 5, 4.06552
1395, 17, 3, 6, 4.06037
1396, 17, 4, 8, 4.06256
1397, 17, 4, 8, 4.05758
1398, 17, 4, 7, 4.06065
1399, 17, 3, 5, 4.06544
1400, 17, 4, 7, 4.06628
1401, 17, 3, 6, 4.0585
1402, 17, 3, 6, 4.06106
1403, 17, 3, 5, 4.06488
1404, 17, 4, 7, 4.06245
1405, 17, 4, 7, 4.06139
1406, 17, 3, 6, 4.0676
1407, 17, 3, 6, 4.06662
1408, 17, 3, 6, 4.0652
1409, 17, 2, 4, 4.06552
1410, 17, 3, 6, 4.06547
1411, 17, 3, 6, 4.06451
1412, 17, 3, 5, 4.06624
1413, 17, 3, 5, 4.06487
1414, 17, 3, 6, 4.06271
1415, 17, 3, 6, 4.0632
1416, 17, 4, 8, 4.06321
1417, 17, 3, 6, 4.06176
1418, 17, 3, 6, 4.06266
1419, 17, 4, 8, 4.06434
1420, 17, 3, 6, 4.06053
1421, 17, 4, 8, 4.06144
1422, 17, 3, 6, 4.06097
1423, 17, 4, 7, 4.06438
1424, 17, 3, 6, 4.06164
1425, 17, 4, 8, 4.06084
1426, 17, 4, 8, 4.05885
1427, 17, 4, 7, 4.05998
1428, 17, 4, 7, 4.06251
1429, 17, 4, 7, 4.06056
1430, 17, 4, 7, 4.05753
1431, 17, 3, 6, 4.06019
1432, 17, 3, 6, 4.06031
1433, 17, 4, 8, 4.05981
1434, 17, 3, 5, 4.06521
1435, 17, 4, 7, 4.06342
1436, 17, 3, 6, 4.05848
1437, 17, 3, 6, 4.06076
1438, 17, 3, 6, 4.0592
1439, 17, 3, 5, 4.06282
1440, 17, 3, 5, 4.06135
1441, 17, 2, 4, 4.0669
1442, 17, 3, 5, 4.06589
1443, 17, 3, 6, 4.06343
1444, 17, 4, 7, 4.06279
1445, 17, 4, 7, 4.06589
1446, 17, 3, 6, 4.06255
1447, 17, 4, 7, 4.06323
1448, 17, 3, 6, 4.06197
1449, 17, 3, 6, 4.06651
1450, 17, 3, 5, 4.06665
1451, 17, 3, 6, 4.06262
1452, 17, 4, 8, 4.06183
1453, 17, 3, 6, 4.06097
1454, 17, 2, 4, 4.05974
1455, 17, 3, 5, 4.05661
1456, 17, 3, 6, 4.04627
1457, 17, 3, 5, 4.05349
1458, 17, 2, 4, 4.0598
1459, 17, 3, 5, 4.05635
1460, 17, 3, 6, 4.0532
1461, 17, 2, 4, 4.05998
1462, 17, 3, 6, 4.05513
1463, 17, 3, 6, 4.05284
1464, 17, 4, 7, 4.04905
1465, 17, 3, 5, 4.05895
1466, 17, 3, 5, 4.05745
1467, 17, 3, 6, 4.05158
1468, 17, 3, 6, 4.04903
1469, 17, 3, 5, 4.05911
1470, 17, 3, 5, 4.05411
1471, 17, 2, 4, 4.06096
1472, 17, 3, 5, 4.0617
1473, 17, 3, 5, 4.06156
1474, 17, 3, 6, 4.06144
1475, 17, 2, 4, 4.06237
1476, 17, 3, 6, 4.06008
1477, 17, 3, 6, 4.05883
1478, 17, 4, 7, 4.05757
1479, 17, 3, 5, 4.06136
1480, 17, 3, 5, 4.06054
1481, 17, 3, 6, 4.05713
1482, 17, 3, 6, 4.05547
1483, 17, 3, 5, 4.06127
1484, 17, 3, 5, 4.05753
1485, 17, 2, 4, 4.06241
1486, 17, 3, 5, 4.06521
1487, 17, 3, 5, 4.06478
1488, 17, 3, 6, 4.06655
1489, 17, 2, 4, 4.06374
1490, 17, 3, 6, 4.06389
1491, 17, 3, 6, 4.06293
1492, 17, 4, 7, 4.06399
1493, 17, 3, 5, 4.06283
1494, 17, 3, 5, 4.06382
1495, 17, 3, 6, 4.06161
1496, 17, 3, 6, 4.06194
1497, 17, 3, 5, 4.06273
1498, 17, 3, 5, 4.06142
1499, 17, 2, 4, 4.06358
1500, 17, 3, 5, 4.06665
1501, 17, 3, 5, 4.06567
1502, 17, 3, 6, 4.06822
1503, 17, 3, 6, 4.06593
1504, 17, 3, 6, 4.06478
1505, 17, 4, 7, 4.06739
1506, 17, 3, 5, 4.06608
1507, 17, 3, 6, 4.0643
1508, 17, 3, 6, 4.06653
1509, 17, 3, 5, 4.06328
1510, 17, 3, 5, 4.0644
1511, 17, 2, 4, 4.0641
1512, 17, 3, 6, 4.05454
1513, 17, 4, 7, 4.04597
1514, 17, 4, 8, 4.03991
1515, 17, 4, 7, 4.04455
1516, 17, 3, 6, 4.05123
1517, 17, 4, 8, 4.03894
1518, 17, 3, 6, 4.05199
1519, 17, 4, 7, 4.04414
1520, 17, 3, 5, 4.05713
1521, 17, 3, 6, 4.04767
1522, 17, 3, 5, 4.05922
1523, 17, 3, 6, 4.05802
1524, 17, 4, 7, 4.0582
1525, 17, 3, 6, 4.05876
1526, 17, 4, 7, 4.05203
1527, 17, 4, 7, 4.04838
1528, 17, 3, 6, 4.05437
1529, 17, 4, 7, 4.05061
1530, 17, 4, 8, 4.0528
1531, 17, 4, 8, 4.0498
1532, 17, 3, 6, 4.05407
1533, 17, 3, 6, 4.04981
1534, 17, 3, 6, 4.05578
1535, 17, 4, 7, 4.04818
1536, 17, 4, 7, 4.05104
1537, 17, 4, 8, 4.04518
1538, 17, 4, 7, 4.04895
1539, 17, 4, 8, 4.04385
1540, 17, 3, 6, 4.05692
1541, 17, 4, 7, 4.04846
1542, 17, 4, 7, 4.04966
1543, 17, 3, 6, 4.05439
1544, 17, 4, 8, 4.04642
1545, 17, 4, 8, 4.04765
1546, 17, 3, 6, 4.05408
1547, 17, 4, 7, 4.04791
1548, 17, 3, 6, 4.0531
1549, 17, 4, 7, 4.04637
1550, 17, 3, 5, 4.05846
1551, 17, 3, 6, 4.04948
1552, 17, 3, 5, 4.06281
1553, 17, 3, 6, 4.06194
1554, 17, 4, 7, 4.06525
1555, 17, 3, 6, 4.0623
1556, 17, 3, 6, 4.06397
1557, 17, 4, 7, 4.06375
1558, 17, 3, 6, 4.06375
1559, 17, 3, 5, 4.06078
1560, 17, 4, 7, 4.06108
1561, 17, 4, 7, 4.05307
1562, 17, 3, 6, 4.05833
1563, 17, 4, 7, 4.05473
1564, 17, 4, 8, 4.06289
1565, 17, 4, 8, 4.05624
1566, 17, 3, 6, 4.06061
1567, 17, 3, 6, 4.05169
1568, 17, 3, 5, 4.06302
1569, 17, 4, 7, 4.06261
1570, 17, 4, 7, 4.06002
1571, 17, 3, 6, 4.06256
1572, 17, 3, 6, 4.06268
1573, 17, 3, 6, 4.05964
1574, 17, 3, 6, 4.05878
1575, 17, 4, 7, 4.05147
1576, 17, 4, 7, 4.05613
1577, 17, 4, 8, 4.0501
1578, 17, 4, 7, 4.05499
1579, 17, 4, 8, 4.04993
1580, 17, 3, 6, 4.05887
1581, 17, 4, 7, 4.05033
1582, 17, 4, 7, 4.05756
1583, 17, 3, 6, 4.05779
1584, 17, 4, 8, 4.05175
1585, 17, 4, 8, 4.05788
1586, 17, 3, 6, 4.05917
1587, 17, 4, 7, 4.05018
1588, 17, 3, 6, 4.05647
1589, 17, 4, 7, 4.05011
1590, 17, 3, 5, 4.0599
1591, 17, 3, 6, 4.05113
1592, 17, 3, 5, 4.06511
1593, 17, 3, 6, 4.06379
1594, 17, 4, 7, 4.06881
1595, 17, 3, 6, 4.06354
1596, 17, 3, 6, 4.06664
1597, 17, 4, 7, 4.06593
1598, 17, 3, 6, 4.06729
1599, 17, 3, 5, 4.06133
1600, 17, 4, 7, 4.06707
1601, 17, 4, 7, 4.05554
1602, 17, 3, 6, 4.06076
1603, 17, 4, 7, 4.05648
1604, 17, 4, 8, 4.0687
1605, 17, 4, 8, 4.0592
1606, 17, 3, 6, 4.0651
1607, 17, 3, 6, 4.05246
